"@timestamp","@version","_id","_ignored","_index","_score","data_stream.dataset","data_stream.namespace","data_stream.type","destination.ip","destination.port","event.action","event.category","event.created","event.original","event.outcome","event.type","host.ip","log.version","msg_id","nat.dst_xltd_ip","nat.dst_xltd_port","nat.src_xltd_ip","network.transport","network.vrf","observer.hostname","observer.mac","observer.serial_number","observer.type","observer.unit_id","observer.version","proc_id","proc_name",protocol,sd,"security.encrypted","security.policy_display_name","security.policy_id","security.policy_name","security.rule_id","security.rule_name","session.action","session.create_reason","session.delete_reason","session.direction","session.dstvlan","session.dstvpcid","session.dstvpcname","session.flags","session.id","session.iflow_bytes","session.iflow_pkts","session.rflow_bytes","session.rflow_pkts","session.srcvpcname","source.ip","source.port","source.vlan","syslog_priority","syslog_proto","syslog_version",tags
"Feb 15, 2025 @ 17:16:13.005",1,ctRlCpUByVDSCTPlYvjw,"nat.dst_xltd_ip, nat.src_xltd_ip",".ds-logs-network_traffic-pensando-2025.02.15-000001","-","network_traffic",pensando,logs,"10.192.72.4",53,"flow_delete",network,"Feb 15, 2025 @ 17:16:13.005","<14>1 2025-02-15T16:16:11Z bx-rt2 pen-netagent 1099 - - 2025-02-15T16:16:11Z,flow_delete,allow,8b568d2c-b781-4469-856e-16fde7b22280,10.192.96.7,60251,10.192.72.4,53,17,2106901,00000000-0000-0000-0000-000000000000,,,0,0,0,0,3310,DSS,DL.10.15.0005,US41L6B03Q,ec50.aaa4.e055,2,v3,,,,,,false,from-host,flow_sync,aging,core,,,,0,3300,0
","-","-","172.16.1.49",v3,"-","0.0.0.0","(empty)","0.0.0.0",udp,"8b568d2c-b781-4469-856e-16fde7b22280","bx-rt2","ec50.aaa4.e055",US41L6B03Q,DSS,2,"DL.10.15.0005",1099,"pen-netagent",17,"-",false,"(empty)","00000000-0000-0000-0000-000000000000","(empty)","(empty)","(empty)",allow,"flow_sync",aging,"from-host","(empty)","(empty)","(empty)","0,3300,0",2106901,0,0,0,0,core,"10.192.96.7","60,251","3,310",14,udp,1,"pensando_flowlog, _geoip_lookup_failure"
"Feb 15, 2025 @ 17:16:13.005",1,o0JlCpUBWCP9tmTIYx0H,"nat.dst_xltd_ip, nat.src_xltd_ip",".ds-logs-network_traffic-pensando-2025.02.15-000001","-","network_traffic",pensando,logs,"193.190.77.36","9,200","flow_delete",network,"Feb 15, 2025 @ 17:16:13.005","<14>1 2025-02-15T16:16:11Z bx-rt2 pen-netagent 1099 - - 2025-02-15T16:16:11Z,flow_delete,allow,8b568d2c-b781-4469-856e-16fde7b22280,10.192.96.4,52809,193.190.77.36,9200,6,2634382,00000000-0000-0000-0000-000000000000,,,0,0,0,0,3310,DSS,DL.10.15.0005,US41L6B03Q,ec50.aaa4.e055,2,v3,,,,,,false,from-host,flow_sync,tcp_rst,core,,,,0,3300,0
","-","-","172.16.1.49",v3,"-","0.0.0.0","(empty)","0.0.0.0",tcp,"8b568d2c-b781-4469-856e-16fde7b22280","bx-rt2","ec50.aaa4.e055",US41L6B03Q,DSS,2,"DL.10.15.0005",1099,"pen-netagent",6,"-",false,"(empty)","00000000-0000-0000-0000-000000000000","(empty)","(empty)","(empty)",allow,"flow_sync","tcp_rst","from-host","(empty)","(empty)","(empty)","0,3300,0",2634382,0,0,0,0,core,"10.192.96.4","52,809","3,310",14,udp,1,"pensando_flowlog, _geoip_lookup_failure"
"Feb 15, 2025 @ 17:16:13.005",1,pEJlCpUBWCP9tmTIYx0H,"nat.dst_xltd_ip, nat.src_xltd_ip",".ds-logs-network_traffic-pensando-2025.02.15-000001","-","network_traffic",pensando,logs,"193.190.77.36","9,200","flow_delete",network,"Feb 15, 2025 @ 17:16:13.005","<14>1 2025-02-15T16:16:11Z bx-rt2 pen-netagent 1099 - - 2025-02-15T16:16:11Z,flow_delete,allow,8b568d2c-b781-4469-856e-16fde7b22280,10.192.96.8,57627,193.190.77.36,9200,6,1050711,00000000-0000-0000-0000-000000000000,,,0,0,0,0,3310,DSS,DL.10.15.0005,US41L6B03Q,ec50.aaa4.e055,2,v3,,,,,,false,from-host,flow_sync,tcp_rst,core,,,,0,3300,0
","-","-","172.16.1.49",v3,"-","0.0.0.0","(empty)","0.0.0.0",tcp,"8b568d2c-b781-4469-856e-16fde7b22280","bx-rt2","ec50.aaa4.e055",US41L6B03Q,DSS,2,"DL.10.15.0005",1099,"pen-netagent",6,"-",false,"(empty)","00000000-0000-0000-0000-000000000000","(empty)","(empty)","(empty)",allow,"flow_sync","tcp_rst","from-host","(empty)","(empty)","(empty)","0,3300,0",1050711,0,0,0,0,core,"10.192.96.8","57,627","3,310",14,udp,1,"pensando_flowlog, _geoip_lookup_failure"
"Feb 15, 2025 @ 17:16:13.005",1,pUJlCpUBWCP9tmTIYx0H,"nat.dst_xltd_ip, nat.src_xltd_ip",".ds-logs-network_traffic-pensando-2025.02.15-000001","-","network_traffic",pensando,logs,"193.190.77.36","9,200","flow_delete",network,"Feb 15, 2025 @ 17:16:13.005","<14>1 2025-02-15T16:16:11Z bx-rt2 pen-netagent 1099 - - 2025-02-15T16:16:11Z,flow_delete,allow,8b568d2c-b781-4469-856e-16fde7b22280,10.192.96.8,57628,193.190.77.36,9200,6,3891,00000000-0000-0000-0000-000000000000,,,0,0,0,0,3310,DSS,DL.10.15.0005,US41L6B03Q,ec50.aaa4.e055,2,v3,,,,,,false,from-host,flow_sync,tcp_rst,core,,,,0,3300,0
","-","-","172.16.1.49",v3,"-","0.0.0.0","(empty)","0.0.0.0",tcp,"8b568d2c-b781-4469-856e-16fde7b22280","bx-rt2","ec50.aaa4.e055",US41L6B03Q,DSS,2,"DL.10.15.0005",1099,"pen-netagent",6,"-",false,"(empty)","00000000-0000-0000-0000-000000000000","(empty)","(empty)","(empty)",allow,"flow_sync","tcp_rst","from-host","(empty)","(empty)","(empty)","0,3300,0",3891,0,0,0,0,core,"10.192.96.8","57,628","3,310",14,udp,1,"pensando_flowlog, _geoip_lookup_failure"
"Feb 15, 2025 @ 17:16:13.005",1,pkJlCpUBWCP9tmTIYx0H,"nat.dst_xltd_ip, nat.src_xltd_ip",".ds-logs-network_traffic-pensando-2025.02.15-000001","-","network_traffic",pensando,logs,"193.190.77.36","9,200","flow_delete",network,"Feb 15, 2025 @ 17:16:13.005","<14>1 2025-02-15T16:16:11Z bx-rt2 pen-netagent 1099 - - 2025-02-15T16:16:11Z,flow_delete,allow,8b568d2c-b781-4469-856e-16fde7b22280,10.192.96.7,50354,193.190.77.36,9200,6,1573567,00000000-0000-0000-0000-000000000000,,,0,0,0,0,3310,DSS,DL.10.15.0005,US41L6B03Q,ec50.aaa4.e055,2,v3,,,,,,false,from-host,flow_sync,tcp_rst,core,,,,0,3300,0
","-","-","172.16.1.49",v3,"-","0.0.0.0","(empty)","0.0.0.0",tcp,"8b568d2c-b781-4469-856e-16fde7b22280","bx-rt2","ec50.aaa4.e055",US41L6B03Q,DSS,2,"DL.10.15.0005",1099,"pen-netagent",6,"-",false,"(empty)","00000000-0000-0000-0000-000000000000","(empty)","(empty)","(empty)",allow,"flow_sync","tcp_rst","from-host","(empty)","(empty)","(empty)","0,3300,0",1573567,0,0,0,0,core,"10.192.96.7","50,354","3,310",14,udp,1,"pensando_flowlog, _geoip_lookup_failure"
"Feb 15, 2025 @ 17:16:13.005",1,rEJlCpUBWCP9tmTIYx0H,"nat.dst_xltd_ip, nat.src_xltd_ip",".ds-logs-network_traffic-pensando-2025.02.15-000001","-","network_traffic",pensando,logs,"10.192.72.4",53,"flow_delete",network,"Feb 15, 2025 @ 17:16:13.005","<14>1 2025-02-15T16:16:11Z bx-rt2 pen-netagent 1099 - - 2025-02-15T16:16:11Z,flow_delete,allow,8b568d2c-b781-4469-856e-16fde7b22280,10.192.96.7,64519,10.192.72.4,53,17,529296,00000000-0000-0000-0000-000000000000,,,0,0,0,0,3310,DSS,DL.10.15.0005,US41L6B03Q,ec50.aaa4.e055,2,v3,,,,,,false,from-host,flow_sync,aging,core,,,,0,3300,0
","-","-","172.16.1.49",v3,"-","0.0.0.0","(empty)","0.0.0.0",udp,"8b568d2c-b781-4469-856e-16fde7b22280","bx-rt2","ec50.aaa4.e055",US41L6B03Q,DSS,2,"DL.10.15.0005",1099,"pen-netagent",17,"-",false,"(empty)","00000000-0000-0000-0000-000000000000","(empty)","(empty)","(empty)",allow,"flow_sync",aging,"from-host","(empty)","(empty)","(empty)","0,3300,0",529296,0,0,0,0,core,"10.192.96.7","64,519","3,310",14,udp,1,"pensando_flowlog, _geoip_lookup_failure"
"Feb 15, 2025 @ 17:16:13.005",1,rUJlCpUBWCP9tmTIYx0H,"nat.dst_xltd_ip, nat.src_xltd_ip",".ds-logs-network_traffic-pensando-2025.02.15-000001","-","network_traffic",pensando,logs,"10.192.72.4",53,"flow_delete",network,"Feb 15, 2025 @ 17:16:13.005","<14>1 2025-02-15T16:16:11Z bx-rt2 pen-netagent 1099 - - 2025-02-15T16:16:11Z,flow_delete,allow,8b568d2c-b781-4469-856e-16fde7b22280,10.192.96.8,57974,10.192.72.4,53,17,533840,00000000-0000-0000-0000-000000000000,,,0,0,0,0,3310,DSS,DL.10.15.0005,US41L6B03Q,ec50.aaa4.e055,2,v3,,,,,,false,from-host,flow_sync,aging,core,,,,0,3300,0
","-","-","172.16.1.49",v3,"-","0.0.0.0","(empty)","0.0.0.0",udp,"8b568d2c-b781-4469-856e-16fde7b22280","bx-rt2","ec50.aaa4.e055",US41L6B03Q,DSS,2,"DL.10.15.0005",1099,"pen-netagent",17,"-",false,"(empty)","00000000-0000-0000-0000-000000000000","(empty)","(empty)","(empty)",allow,"flow_sync",aging,"from-host","(empty)","(empty)","(empty)","0,3300,0",533840,0,0,0,0,core,"10.192.96.8","57,974","3,310",14,udp,1,"pensando_flowlog, _geoip_lookup_failure"
"Feb 15, 2025 @ 17:16:13.005",1,rkJlCpUBWCP9tmTIYx0H,"nat.dst_xltd_ip, nat.src_xltd_ip",".ds-logs-network_traffic-pensando-2025.02.15-000001","-","network_traffic",pensando,logs,"10.192.72.4",53,"flow_delete",network,"Feb 15, 2025 @ 17:16:13.005","<14>1 2025-02-15T16:16:11Z bx-rt2 pen-netagent 1099 - - 2025-02-15T16:16:11Z,flow_delete,allow,8b568d2c-b781-4469-856e-16fde7b22280,10.192.96.7,56650,10.192.72.4,53,17,528616,00000000-0000-0000-0000-000000000000,,,0,0,0,0,3310,DSS,DL.10.15.0005,US41L6B03Q,ec50.aaa4.e055,2,v3,,,,,,false,from-host,flow_sync,aging,core,,,,0,3300,0
","-","-","172.16.1.49",v3,"-","0.0.0.0","(empty)","0.0.0.0",udp,"8b568d2c-b781-4469-856e-16fde7b22280","bx-rt2","ec50.aaa4.e055",US41L6B03Q,DSS,2,"DL.10.15.0005",1099,"pen-netagent",17,"-",false,"(empty)","00000000-0000-0000-0000-000000000000","(empty)","(empty)","(empty)",allow,"flow_sync",aging,"from-host","(empty)","(empty)","(empty)","0,3300,0",528616,0,0,0,0,core,"10.192.96.7","56,650","3,310",14,udp,1,"pensando_flowlog, _geoip_lookup_failure"
"Feb 15, 2025 @ 17:16:13.005",1,r0JlCpUBWCP9tmTIYx0H,"nat.dst_xltd_ip, nat.src_xltd_ip",".ds-logs-network_traffic-pensando-2025.02.15-000001","-","network_traffic",pensando,logs,"10.192.96.8",67,"flow_delete",network,"Feb 15, 2025 @ 17:16:13.005","<14>1 2025-02-15T16:16:11Z bx-rt2 pen-netagent 1099 - - 2025-02-15T16:16:11Z,flow_delete,allow,8b568d2c-b781-4469-856e-16fde7b22280,10.195.216.207,68,10.192.96.8,67,17,532507,00000000-0000-0000-0000-000000000000,,,0,0,0,0,3300,DSS,DL.10.15.0005,US41L6B03Q,ec50.aaa4.e055,2,v3,,,,,,false,from-uplink,flow_sync,aging,core,,,,0,3300,0
","-","-","172.16.1.49",v3,"-","0.0.0.0","(empty)","0.0.0.0",udp,"8b568d2c-b781-4469-856e-16fde7b22280","bx-rt2","ec50.aaa4.e055",US41L6B03Q,DSS,2,"DL.10.15.0005",1099,"pen-netagent",17,"-",false,"(empty)","00000000-0000-0000-0000-000000000000","(empty)","(empty)","(empty)",allow,"flow_sync",aging,"from-uplink","(empty)","(empty)","(empty)","0,3300,0",532507,0,0,0,0,core,"10.195.216.207",68,"3,300",14,udp,1,"pensando_flowlog, _geoip_lookup_failure"
"Feb 15, 2025 @ 17:16:13.005",1,sEJlCpUBWCP9tmTIYx0H,"nat.dst_xltd_ip, nat.src_xltd_ip",".ds-logs-network_traffic-pensando-2025.02.15-000001","-","network_traffic",pensando,logs,"10.192.96.7",67,"flow_delete",network,"Feb 15, 2025 @ 17:16:13.005","<14>1 2025-02-15T16:16:11Z bx-rt2 pen-netagent 1099 - - 2025-02-15T16:16:11Z,flow_delete,allow,8b568d2c-b781-4469-856e-16fde7b22280,10.195.195.58,68,10.192.96.7,67,17,533076,00000000-0000-0000-0000-000000000000,,,0,0,0,0,3300,DSS,DL.10.15.0005,US41L6B03Q,ec50.aaa4.e055,2,v3,,,,,,false,from-uplink,flow_sync,aging,core,,,,0,3300,0
","-","-","172.16.1.49",v3,"-","0.0.0.0","(empty)","0.0.0.0",udp,"8b568d2c-b781-4469-856e-16fde7b22280","bx-rt2","ec50.aaa4.e055",US41L6B03Q,DSS,2,"DL.10.15.0005",1099,"pen-netagent",17,"-",false,"(empty)","00000000-0000-0000-0000-000000000000","(empty)","(empty)","(empty)",allow,"flow_sync",aging,"from-uplink","(empty)","(empty)","(empty)","0,3300,0",533076,0,0,0,0,core,"10.195.195.58",68,"3,300",14,udp,1,"pensando_flowlog, _geoip_lookup_failure"
"Feb 15, 2025 @ 17:16:13.005",1,sUJlCpUBWCP9tmTIYx0H,"nat.dst_xltd_ip, nat.src_xltd_ip",".ds-logs-network_traffic-pensando-2025.02.15-000001","-","network_traffic",pensando,logs,"10.192.72.4",53,"flow_delete",network,"Feb 15, 2025 @ 17:16:13.005","<14>1 2025-02-15T16:16:11Z bx-rt2 pen-netagent 1099 - - 2025-02-15T16:16:11Z,flow_delete,allow,8b568d2c-b781-4469-856e-16fde7b22280,10.192.96.8,60058,10.192.72.4,53,17,533240,00000000-0000-0000-0000-000000000000,,,0,0,0,0,3310,DSS,DL.10.15.0005,US41L6B03Q,ec50.aaa4.e055,2,v3,,,,,,false,from-host,flow_sync,aging,core,,,,0,3300,0
","-","-","172.16.1.49",v3,"-","0.0.0.0","(empty)","0.0.0.0",udp,"8b568d2c-b781-4469-856e-16fde7b22280","bx-rt2","ec50.aaa4.e055",US41L6B03Q,DSS,2,"DL.10.15.0005",1099,"pen-netagent",17,"-",false,"(empty)","00000000-0000-0000-0000-000000000000","(empty)","(empty)","(empty)",allow,"flow_sync",aging,"from-host","(empty)","(empty)","(empty)","0,3300,0",533240,0,0,0,0,core,"10.192.96.8","60,058","3,310",14,udp,1,"pensando_flowlog, _geoip_lookup_failure"
"Feb 15, 2025 @ 17:16:13.005",1,skJlCpUBWCP9tmTIYx0H,"nat.dst_xltd_ip, nat.src_xltd_ip",".ds-logs-network_traffic-pensando-2025.02.15-000001","-","network_traffic",pensando,logs,"10.192.72.4",53,"flow_delete",network,"Feb 15, 2025 @ 17:16:13.005","<14>1 2025-02-15T16:16:11Z bx-rt2 pen-netagent 1099 - - 2025-02-15T16:16:11Z,flow_delete,allow,8b568d2c-b781-4469-856e-16fde7b22280,10.192.96.7,49755,10.192.72.4,53,17,532390,00000000-0000-0000-0000-000000000000,,,0,0,0,0,3310,DSS,DL.10.15.0005,US41L6B03Q,ec50.aaa4.e055,2,v3,,,,,,false,from-host,flow_sync,aging,core,,,,0,3300,0
","-","-","172.16.1.49",v3,"-","0.0.0.0","(empty)","0.0.0.0",udp,"8b568d2c-b781-4469-856e-16fde7b22280","bx-rt2","ec50.aaa4.e055",US41L6B03Q,DSS,2,"DL.10.15.0005",1099,"pen-netagent",17,"-",false,"(empty)","00000000-0000-0000-0000-000000000000","(empty)","(empty)","(empty)",allow,"flow_sync",aging,"from-host","(empty)","(empty)","(empty)","0,3300,0",532390,0,0,0,0,core,"10.192.96.7","49,755","3,310",14,udp,1,"pensando_flowlog, _geoip_lookup_failure"
"Feb 15, 2025 @ 17:16:13.005",1,s0JlCpUBWCP9tmTIYx0H,"nat.dst_xltd_ip, nat.src_xltd_ip",".ds-logs-network_traffic-pensando-2025.02.15-000001","-","network_traffic",pensando,logs,"10.192.72.4",53,"flow_delete",network,"Feb 15, 2025 @ 17:16:13.005","<14>1 2025-02-15T16:16:11Z bx-rt2 pen-netagent 1099 - - 2025-02-15T16:16:11Z,flow_delete,allow,8b568d2c-b781-4469-856e-16fde7b22280,10.192.96.8,61907,10.192.72.4,53,17,536416,00000000-0000-0000-0000-000000000000,,,0,0,0,0,3310,DSS,DL.10.15.0005,US41L6B03Q,ec50.aaa4.e055,2,v3,,,,,,false,from-host,flow_sync,aging,core,,,,0,3300,0
","-","-","172.16.1.49",v3,"-","0.0.0.0","(empty)","0.0.0.0",udp,"8b568d2c-b781-4469-856e-16fde7b22280","bx-rt2","ec50.aaa4.e055",US41L6B03Q,DSS,2,"DL.10.15.0005",1099,"pen-netagent",17,"-",false,"(empty)","00000000-0000-0000-0000-000000000000","(empty)","(empty)","(empty)",allow,"flow_sync",aging,"from-host","(empty)","(empty)","(empty)","0,3300,0",536416,0,0,0,0,core,"10.192.96.8","61,907","3,310",14,udp,1,"pensando_flowlog, _geoip_lookup_failure"
"Feb 15, 2025 @ 17:16:13.005",1,tEJlCpUBWCP9tmTIYx0H,"nat.dst_xltd_ip, nat.src_xltd_ip",".ds-logs-network_traffic-pensando-2025.02.15-000001","-","network_traffic",pensando,logs,"10.192.80.2",53,"flow_delete",network,"Feb 15, 2025 @ 17:16:13.005","<14>1 2025-02-15T16:16:11Z bx-rt2 pen-netagent 1099 - - 2025-02-15T16:16:11Z,flow_delete,allow,8b568d2c-b781-4469-856e-16fde7b22280,10.192.96.8,55831,10.192.80.2,53,17,544555,00000000-0000-0000-0000-000000000000,,,0,0,0,0,3310,DSS,DL.10.15.0005,US41L6B03Q,ec50.aaa4.e055,2,v3,,,,,,false,from-host,flow_sync,aging,core,,,,0,3300,0
","-","-","172.16.1.49",v3,"-","0.0.0.0","(empty)","0.0.0.0",udp,"8b568d2c-b781-4469-856e-16fde7b22280","bx-rt2","ec50.aaa4.e055",US41L6B03Q,DSS,2,"DL.10.15.0005",1099,"pen-netagent",17,"-",false,"(empty)","00000000-0000-0000-0000-000000000000","(empty)","(empty)","(empty)",allow,"flow_sync",aging,"from-host","(empty)","(empty)","(empty)","0,3300,0",544555,0,0,0,0,core,"10.192.96.8","55,831","3,310",14,udp,1,"pensando_flowlog, _geoip_lookup_failure"
"Feb 15, 2025 @ 17:16:13.005",1,tUJlCpUBWCP9tmTIYx0H,"nat.dst_xltd_ip, nat.src_xltd_ip",".ds-logs-network_traffic-pensando-2025.02.15-000001","-","network_traffic",pensando,logs,"10.192.80.3",53,"flow_delete",network,"Feb 15, 2025 @ 17:16:13.005","<14>1 2025-02-15T16:16:11Z bx-rt2 pen-netagent 1099 - - 2025-02-15T16:16:11Z,flow_delete,allow,8b568d2c-b781-4469-856e-16fde7b22280,10.192.96.7,56745,10.192.80.3,53,17,2100208,00000000-0000-0000-0000-000000000000,,,0,0,0,0,3310,DSS,DL.10.15.0005,US41L6B03Q,ec50.aaa4.e055,2,v3,,,,,,false,from-host,flow_sync,aging,core,,,,0,3300,0
","-","-","172.16.1.49",v3,"-","0.0.0.0","(empty)","0.0.0.0",udp,"8b568d2c-b781-4469-856e-16fde7b22280","bx-rt2","ec50.aaa4.e055",US41L6B03Q,DSS,2,"DL.10.15.0005",1099,"pen-netagent",17,"-",false,"(empty)","00000000-0000-0000-0000-000000000000","(empty)","(empty)","(empty)",allow,"flow_sync",aging,"from-host","(empty)","(empty)","(empty)","0,3300,0",2100208,0,0,0,0,core,"10.192.96.7","56,745","3,310",14,udp,1,"pensando_flowlog, _geoip_lookup_failure"
"Feb 15, 2025 @ 17:16:13.005",1,tkJlCpUBWCP9tmTIYx0H,"nat.dst_xltd_ip, nat.src_xltd_ip",".ds-logs-network_traffic-pensando-2025.02.15-000001","-","network_traffic",pensando,logs,"10.192.72.4",53,"flow_delete",network,"Feb 15, 2025 @ 17:16:13.005","<14>1 2025-02-15T16:16:11Z bx-rt2 pen-netagent 1099 - - 2025-02-15T16:16:11Z,flow_delete,allow,8b568d2c-b781-4469-856e-16fde7b22280,10.192.96.8,62094,10.192.72.4,53,17,2100175,00000000-0000-0000-0000-000000000000,,,0,0,0,0,3310,DSS,DL.10.15.0005,US41L6B03Q,ec50.aaa4.e055,2,v3,,,,,,false,from-host,flow_sync,aging,core,,,,0,3300,0
","-","-","172.16.1.49",v3,"-","0.0.0.0","(empty)","0.0.0.0",udp,"8b568d2c-b781-4469-856e-16fde7b22280","bx-rt2","ec50.aaa4.e055",US41L6B03Q,DSS,2,"DL.10.15.0005",1099,"pen-netagent",17,"-",false,"(empty)","00000000-0000-0000-0000-000000000000","(empty)","(empty)","(empty)",allow,"flow_sync",aging,"from-host","(empty)","(empty)","(empty)","0,3300,0",2100175,0,0,0,0,core,"10.192.96.8","62,094","3,310",14,udp,1,"pensando_flowlog, _geoip_lookup_failure"
"Feb 15, 2025 @ 17:16:13.005",1,t0JlCpUBWCP9tmTIYx0H,"nat.dst_xltd_ip, nat.src_xltd_ip",".ds-logs-network_traffic-pensando-2025.02.15-000001","-","network_traffic",pensando,logs,"10.192.72.4",53,"flow_delete",network,"Feb 15, 2025 @ 17:16:13.005","<14>1 2025-02-15T16:16:11Z bx-rt2 pen-netagent 1099 - - 2025-02-15T16:16:11Z,flow_delete,allow,8b568d2c-b781-4469-856e-16fde7b22280,10.192.96.7,49300,10.192.72.4,53,17,2106011,00000000-0000-0000-0000-000000000000,,,0,0,0,0,3310,DSS,DL.10.15.0005,US41L6B03Q,ec50.aaa4.e055,2,v3,,,,,,false,from-host,flow_sync,aging,core,,,,0,3300,0
","-","-","172.16.1.49",v3,"-","0.0.0.0","(empty)","0.0.0.0",udp,"8b568d2c-b781-4469-856e-16fde7b22280","bx-rt2","ec50.aaa4.e055",US41L6B03Q,DSS,2,"DL.10.15.0005",1099,"pen-netagent",17,"-",false,"(empty)","00000000-0000-0000-0000-000000000000","(empty)","(empty)","(empty)",allow,"flow_sync",aging,"from-host","(empty)","(empty)","(empty)","0,3300,0",2106011,0,0,0,0,core,"10.192.96.7","49,300","3,310",14,udp,1,"pensando_flowlog, _geoip_lookup_failure"
"Feb 15, 2025 @ 17:16:13.005",1,uEJlCpUBWCP9tmTIYx0H,"nat.dst_xltd_ip, nat.src_xltd_ip",".ds-logs-network_traffic-pensando-2025.02.15-000001","-","network_traffic",pensando,logs,"10.192.72.4",53,"flow_delete",network,"Feb 15, 2025 @ 17:16:13.005","<14>1 2025-02-15T16:16:11Z bx-rt2 pen-netagent 1099 - - 2025-02-15T16:16:11Z,flow_delete,allow,8b568d2c-b781-4469-856e-16fde7b22280,10.192.96.7,59345,10.192.72.4,53,17,2100647,00000000-0000-0000-0000-000000000000,,,0,0,0,0,3310,DSS,DL.10.15.0005,US41L6B03Q,ec50.aaa4.e055,2,v3,,,,,,false,from-host,flow_sync,aging,core,,,,0,3300,0
","-","-","172.16.1.49",v3,"-","0.0.0.0","(empty)","0.0.0.0",udp,"8b568d2c-b781-4469-856e-16fde7b22280","bx-rt2","ec50.aaa4.e055",US41L6B03Q,DSS,2,"DL.10.15.0005",1099,"pen-netagent",17,"-",false,"(empty)","00000000-0000-0000-0000-000000000000","(empty)","(empty)","(empty)",allow,"flow_sync",aging,"from-host","(empty)","(empty)","(empty)","0,3300,0",2100647,0,0,0,0,core,"10.192.96.7","59,345","3,310",14,udp,1,"pensando_flowlog, _geoip_lookup_failure"
"Feb 15, 2025 @ 17:16:13.005",1,uUJlCpUBWCP9tmTIYx0H,"nat.dst_xltd_ip, nat.src_xltd_ip",".ds-logs-network_traffic-pensando-2025.02.15-000001","-","network_traffic",pensando,logs,"10.192.72.4",53,"flow_delete",network,"Feb 15, 2025 @ 17:16:13.005","<14>1 2025-02-15T16:16:11Z bx-rt2 pen-netagent 1099 - - 2025-02-15T16:16:11Z,flow_delete,allow,8b568d2c-b781-4469-856e-16fde7b22280,10.192.96.7,49525,10.192.72.4,53,17,2099637,00000000-0000-0000-0000-000000000000,,,0,0,0,0,3310,DSS,DL.10.15.0005,US41L6B03Q,ec50.aaa4.e055,2,v3,,,,,,false,from-host,flow_sync,aging,core,,,,0,3300,0
","-","-","172.16.1.49",v3,"-","0.0.0.0","(empty)","0.0.0.0",udp,"8b568d2c-b781-4469-856e-16fde7b22280","bx-rt2","ec50.aaa4.e055",US41L6B03Q,DSS,2,"DL.10.15.0005",1099,"pen-netagent",17,"-",false,"(empty)","00000000-0000-0000-0000-000000000000","(empty)","(empty)","(empty)",allow,"flow_sync",aging,"from-host","(empty)","(empty)","(empty)","0,3300,0",2099637,0,0,0,0,core,"10.192.96.7","49,525","3,310",14,udp,1,"pensando_flowlog, _geoip_lookup_failure"
"Feb 15, 2025 @ 17:16:13.005",1,ukJlCpUBWCP9tmTIYx0H,"nat.dst_xltd_ip, nat.src_xltd_ip",".ds-logs-network_traffic-pensando-2025.02.15-000001","-","network_traffic",pensando,logs,"193.190.147.185",53,"flow_delete",network,"Feb 15, 2025 @ 17:16:13.005","<14>1 2025-02-15T16:16:11Z bx-rt2 pen-netagent 1099 - - 2025-02-15T16:16:11Z,flow_delete,allow,8b568d2c-b781-4469-856e-16fde7b22280,10.192.96.8,54949,193.190.147.185,53,17,2103716,00000000-0000-0000-0000-000000000000,,,0,0,0,0,3310,DSS,DL.10.15.0005,US41L6B03Q,ec50.aaa4.e055,2,v3,,,,,,false,from-host,flow_sync,aging,core,,,,0,3300,0
","-","-","172.16.1.49",v3,"-","0.0.0.0","(empty)","0.0.0.0",udp,"8b568d2c-b781-4469-856e-16fde7b22280","bx-rt2","ec50.aaa4.e055",US41L6B03Q,DSS,2,"DL.10.15.0005",1099,"pen-netagent",17,"-",false,"(empty)","00000000-0000-0000-0000-000000000000","(empty)","(empty)","(empty)",allow,"flow_sync",aging,"from-host","(empty)","(empty)","(empty)","0,3300,0",2103716,0,0,0,0,core,"10.192.96.8","54,949","3,310",14,udp,1,"pensando_flowlog, _geoip_lookup_failure"
"Feb 15, 2025 @ 17:16:13.005",1,u0JlCpUBWCP9tmTIYx0H,"nat.dst_xltd_ip, nat.src_xltd_ip",".ds-logs-network_traffic-pensando-2025.02.15-000001","-","network_traffic",pensando,logs,"10.192.80.4",53,"flow_delete",network,"Feb 15, 2025 @ 17:16:13.005","<14>1 2025-02-15T16:16:11Z bx-rt2 pen-netagent 1099 - - 2025-02-15T16:16:11Z,flow_delete,allow,8b568d2c-b781-4469-856e-16fde7b22280,10.192.96.7,49726,10.192.80.4,53,17,2104667,00000000-0000-0000-0000-000000000000,,,0,0,0,0,3310,DSS,DL.10.15.0005,US41L6B03Q,ec50.aaa4.e055,2,v3,,,,,,false,from-host,flow_sync,aging,core,,,,0,3300,0
","-","-","172.16.1.49",v3,"-","0.0.0.0","(empty)","0.0.0.0",udp,"8b568d2c-b781-4469-856e-16fde7b22280","bx-rt2","ec50.aaa4.e055",US41L6B03Q,DSS,2,"DL.10.15.0005",1099,"pen-netagent",17,"-",false,"(empty)","00000000-0000-0000-0000-000000000000","(empty)","(empty)","(empty)",allow,"flow_sync",aging,"from-host","(empty)","(empty)","(empty)","0,3300,0",2104667,0,0,0,0,core,"10.192.96.7","49,726","3,310",14,udp,1,"pensando_flowlog, _geoip_lookup_failure"
